AuthorId,ConfirmedPaperIds,DeletedPaperIds
2077286,359215 981128 1218451 1362505 1525449 1713918,46290 49143 231462 309211 337449 379492 380343 480075 621754 629626 717605 725679 730281 740428 744825 775668 837582 863162 893103 897952 966773 972309 983632 1033655 1040538 1060367 1085337 1104997 1163777 1167312 1191017 1192714 1197966 1252640 1286189 1315290 1358621 1412257 1432950 1526073 1571980 1624422 1660967 1673735 1699731 1707568 1721366 1744600 1831476 1953312 2009664 2055525 2186715 2194952 2209820 2211251
2078436,33591 58023 166374 213483 243329 383576 534384 557879 559583 686120 690853 698773 701694 840757 853777 960737 1027163 1050678 1234735 1239762 1312091 1378879 1466194 1536102 1651234 1721316 1764346 1799535 1898852 1900801 2008579 2037419 2113677 2197882 2220638,305170 406199 691635 893435 901667 934514 1028855 1536684 1595394 1959207 2102463 2102722 2142583
2080519,61657 126395 179537 204596 211358 230420 385962 387858 389186 423984 424977 545036 556664 598077 605058 662036 826588 857260 937880 975165 991159 1060274 1136007 1233768 1236956 1270243 1308828 1316863 1371866 1376578 1407738 1459092 1491695 1540690 1544468 1553346 1557915 1659672 1684427 1752159 1773664 1807241 1880276 1960528 2051436 2065060 2141464 2148040 2185009 2217821,403644 904110 1033804 1559252 2211130
2082942,385544 603610 753610 1252323 1968791,231067 399107 567040 603610 603610 873753 890982 945106 972180 1160442 1199266 1252323 1252323 1331675 1337471 1675855 1720505 1883233 1917038
2082986,95563 329097 375209 644730 767695 1011793 1289035 1462510 1786623 2178094 2232166,1905710
2083476,12613 19242 131276 131435 240120 376401 536745 766754 876253 1089384 1371369 1522266 1600731 1689418 1712116 1845817 1930687 2163594 2245854,14488 24060 38373 100073 101078 103759 112599 175011 185610 202870 240796 273826 312046 318737 326391 340846 381587 392245 411612 422661 525133 549907 606715 607826 615183 669360 673392 674466 675793 677813 722041 733898 760593 788482 792135 817261 860051 884458 889777 899751 900688 963359 985716 1005019 1026668 1027938 1066460 1083711 1094940 1102492 1116749 1123665 1158183 1176472 1213166 1274739 1303065 1341687 1342184 1345399 1364104 1368034 1382930 1400855 1418395 1434896 1447682 1449409 1466003 1473891 1496491 1564090 1573635 1592583 1609245 1623414 1633289 1638140 1643116 1646280 1679069 1687634 1720077 1734205 1781381 1814000 1859405 1867000 1897001 1960515 1976223 2000413 2050160 2059491 2066707 2116649 2118706 2185148 2188315 2193998 2204963 2227319 2232458
2083608,676558 766082 1134121 1664633,844311
2084589,8912 117724 132749 163405 250890 261353 330788 401607 421747 435338 510981 581391 670871 711174 714532 753950 763502 764495 809734 839416 865716 1135747 1158867 1165710 1182322 1212483 1212649 1276769 1295837 1300463 1328533 1361483 1422793 1437741 1470016 1535895 1577181 1628859 1686971 1699571 1767595 1770137 1773671 1909988 1964576 2049155 2145937 2226829,2116084
2085396,16451 26346 29358 64955 110803 118882 146540 146805 160722 164685 210294 235015 237324 239607 240661 270759 274020 276622 282877 303784 331604 354045 374884 392521 410050 458758 503369 513732 518607 584080 586247 616386 636924 645485 650236 736797 742046 764752 781252 783334 817027 822410 838025 858029 880867 883735 932328 950445 1042585 1046589 1058211 1075779 1088827 1124380 1171995 1191144 1192384 1193115 1205158 1213801 1246314 1263485 1283146 1296563 1362967 1426564 1432835 1510791 1548542 1578874 1603347 1605415 1620416 1620563 1622519 1627525 1662425 1715491 1755119 1785536 1806161 1823164 1833160 1834313 1842321 1843476 1903292 1964015 2067358 2077480 2208438 2243460,1821012
2085583,23723 33659 33659 50996 50996 57424 107471 107471 109131 112314 128534 133464 133464 202409 224745 258924 262031 282072 286646 333744 343076 382103 382215 394047 394047 397149 397149 496975 496975 526112 526112 567729 595178 595178 608920 632289 637147 646594 674132 674804 675374 675374 689397 707396 707770 707770 746554 764465 764465 774865 803148 822028 822580 868616 890977 890977 911031 924229 954668 963775 992099 1053074 1053074 1059352 1123632 1148723 1148723 1162353 1182046 1218163 1220632 1300054 1302009 1302009 1337974 1347294 1356181 1366754 1382147 1382147 1436328 1449117 1491440 1603085 1618974 1618974 1619251 1622246 1622246 1632939 1632939 1635725 1640022 1640022 1686883 1689797 1689797 1697948 1743898 1755230 1755230 1756059 1756059 1764742 1787890 1787890 1833127 1833127 1839701 1839701 1844609 1866632 1870074 1904022 1921335 1928902 1948888 1948971 1955685 1955685 1986578 1988319 2056799 2056799 2058464 2058464 2122440 2132350 2148693 2148693 2163184 2206783 2209794 2217436 2253205,54343 165061 253572 279565 320253 330984 408940 447187 463387 470764 514165 535167 640366 752329 851337 1105554 1367671 1512307 1651359 1739217 1750811 1848284 1987658 2049632 2076020 2206463
2085929,223705 223705 390696 390696 523972 523972 626741 626741 994610 1146605 1146605 1366754 1520545 1520545 1575842 1655125 1655125 1847034 1847034 1848213 1848213 1932270 1932270 1958247 1958247 1998084 1998084,1491 42297 49724 92154 120742 184618 203550 354855 363590 374529 381298 409562 506011 512696 577719 588538 631640 644409 644698 720755 839144 841096 857805 879596 929832 1023386 1023386 1028180 1098413 1142577 1255551 1262854 1274688 1276771 1492005 1538331 1540673 1555958 1590054 1614118 1662831 1744415 1760653 1775972 1859989 1909765 1915791 2004858 2045553 2107169 2110818 2111041 2176510 2176510 2184970
2086279,772064 1009954 1675842 2033766,1675842 2033766
2086430,283521 420455 1009069 1817317 2052064,378283 925485 1562593 1732646
2086729,102399 135539 267923 374874 530118 604856 610410 649552 675158 726664 788314 850652 855832 912542 986084 1079956 1160303 1308793 1324980 1416656 1466165 1552517 1643627 1733212 1796866 1802497 1922556 1952644 2126946 2153923 2200849,1622 2697 5704 6254 13018 15430 19796 20100 29797 36375 39610 40393 45135 50447 52049 53794 59061 77222 77520 84211 84940 85345 102588 103524 106695 114714 116858 122076 124078 125548 125616 126599 131452 133069 136205 156075 160845 166906 167541 178439 186906 188302 208793 212904 218726 221965 224834 226172 230351 239930 247653 247933 253483 262081 264081 286577 292346 294122 295711 298233 299008 300296 304481 304607 304975 309074 322435 326255 333592 337151 342341 343143 348112 370971 376749 386273 387018 400209 411959 432307 432792 435872 439975 447555 450827 453064 456605 461631 469904 478146 478509 483573 483902 486537 491396 493473 500692 510273 512729 516497 520247 531837 535599 541394 546418 548895 553014 560849 565047 565995 566636 569514 569766 586127 603746 609498 610691 612569 613170 620153 625033 627130 632948 638565 645383 653224 654995 655974 658850 658954 662586 672124 673625 676064 679729 698453 702901 704132 710131 711515 715370 720414 723599 726418 734838 736280 753225 755176 765432 767692 769921 771078 779709 781138 782696 787236 792830 796987 808392 828079 838412 843087 843391 847947 856746 857999 885458 913309 918350 918835 934940 937474 937697 941732 949684 951055 972370 975622 977251 982197 990105 1018136 1019148 1029175 1029811 1031863 1035693 1038733 1041867 1059606 1073358 1074207 1080300 1111877 1112085 1112684 1118820 1124103 1124585 1127459 1128371 1134007 1138273 1151357 1160671 1161125 1167221 1170943 1172348 1183319 1183339 1187694 1190917 1197419 1198425 1213062 1225729 1242659 1243088 1250893 1252716 1253176 1255443 1258301 1259404 1264211 1265581 1267261 1269105 1273770 1277237 1280731 1287515 1295760 1302710 1306218 1320871 1321778 1327341 1328790 1348039 1351146 1351913 1356028 1366497 1369124 1370901 1371684 1372155 1375368 1375655 1377717 1378373 1385442 1385792 1393794 1408584 1415309 1417985 1421830 1423201 1429835 1436929 1438566 1443372 1452938 1453510 1468824 1473568 1473934 1476482 1483924 1496210 1508303 1513182 1517434 1525845 1537714 1539474 1540111 1547728 1553781 1566892 1567713 1568021 1568750 1573264 1575596 1580877 1585869 1591239 1594572 1598794 1600407 1600640 1610450 1627411 1645006 1649314 1649474 1650438 1657331 1657484 1666734 1670344 1704509 1717072 1729030 1730628 1737405 1745132 1752931 1754079 1769797 1777408 1780793 1788782 1791705 1791963 1809981 1815293 1824204 1824968 1832827 1842458 1843394 1848825 1850095 1853183 1857114 1867757 1879960 1890125 1901820 1907417 1910964 1918733 1919039 1919837 1927077 1928611 1930134 1933622 1937349 1937562 1940411 1942803 1943309 1943889 1949237 1951450 1967940 1976317 1990325 1999034 2008972 2022411 2028374 2032358 2032435 2036024 2042545 2047178 2048855 2055463 2071255 2073102 2074990 2081671 2087346 2093833 2105631 2106387 2114223 2114859 2117649 2132874 2133042 2142408 2144721 2144842 2146582 2164151 2165004 2171564 2176781 2180722 2182428 2185143 2187118 2195584 2197079 2200772 2205122 2211665 2215233 2224248 2228100 2238940 2242215 2243250 2247764 2249624 2251076 2253642 2254704
2087622,178813 201458 261414 409503 541347 573764 668990 830354 1015925 1031877 1087929 1151703 1252791 1253961 1387431 1479193 1513520 1751522 1912885 2203291,152134 205448 233899 239767 447823 454016 491557 514366 580144 854313 860261 875632 903258 949449 1029744 1511967 1868730 1872407 1984113 2049835 2166040
2088043,294883 328427 367543 531161 539590 679684 819388 873122 966380 973641 1072116 1093997 1116686 1273663 1302206 1308221 1459037 1493868 1663476 2005679 2137195 2148196 2248704,24113 106734 115013 224823 243253 260114 305906 355870 356937 396897 402666 419915 484378 511458 598993 606707 692722 705328 739649 751555 757683 765608 770126 792594 821934 832410 908238 942596 958592 977214 983634 997224 1054169 1122661 1145747 1192681 1205214 1249219 1250578 1275095 1288220 1290743 1300520 1308418 1359039 1382202 1392862 1416592 1470536 1524439 1608091 1642988 1653752 1679626 1706056 1710735 1721607 1766958 1772430 1782461 1803800 1832583 1877274 1905195 1991123 2011444 2029584 2072355 2092873 2127142 2135859 2152322 2212475 2219313
2088081,347153 764203 769188 803116 1169609 1624206 1661066 1676832 1744329 1757280 1973499,31246 119706 126316 243249 349897 402045 413615 510197 582832 717037 763295 784497 883418 903173 944012 1005280 1007477 1008917 1047288 1143766 1186628 1199556 1276183 1697312 1750650 1832668 1902480 1936470 2228000 2231794
2088116,1153732,691818
2088764,138236 1999850,1158486 1173328 1436672
2088823,163875 527480 665217 1195813 2211683,40214
2090191,67970 103893 141751 179731 182411 254077 257265 265709 371642 438200 455528 475315 513688 549798 569354 587276 612047 621115 634670 700255 707461 767987 825223 865102 879540 917827 984509 997901 1154143 1232315 1295103 1381565 1420408 1454617 1471701 1519901 1611262 1620885 1650696 1667575 1706742 1712254 1757353 1793688 1890062 1896391 1924225 1937130 1941268 1956934 2085116 2088445 2124871 2126313 2127431 2131369 2134268 2250317,14466 16127 38443 67981 95701 112569 126368 155015 156498 166521 215859 219076 248328 255140 257584 265770 297157 314461 318064 325898 327024 344247 345477 374858 391864 401665 502226 505167 516945 546403 582990 605441 627476 655921 684288 690418 713706 744588 757394 829725 836545 905011 922265 937743 961883 970753 986293 998589 1030119 1045606 1047198 1054325 1086613 1105931 1122181 1126759 1144605 1239210 1268998 1271923 1278096 1300016 1330627 1360290 1367820 1373783 1388340 1404541 1420075 1434295 1480290 1489234 1491797 1579909 1655466 1693564 1711406 1719232 1723827 1751019 1777289 1782381 1792651 1797596 1883030 1917307 1940732 1946532 2213830
2090605,14836 20743 61811 69448 135089 144610 195370 371516 388654 404330 410113 437179 439436 508934 548857 611942 643760 661485 744363 759508 853504 871416 874469 931082 931940 1014114 1120200 1170631 1216377 1218014 1231681 1254519 1355460 1383738 1385221 1412986 1429445 1502692 1533305 1579971 1594498 1595300 1604704 1617695 1707034 1741079 1764712 1866136 1872901 1939251 1948050 1953923 1977538 2033616 2038971 2041274 2063379 2082471 2112963 2189117,11632 25976 29354 30822 38194 49507 70198 114008 127431 144779 188741 199283 220328 233166 237951 276127 277720 279323 295044 334364 363251 365174 377045 390088 430254 435187 442011 453204 454623 492121 533578 536739 537102 557101 564362 610537 632148 670482 672746 675506 676834 721411 733926 745913 768944 806894 808653 823342 826250 848076 852779 854069 873194 875113 910287 932856 935143 936877 953006 953719 957397 968283 999467 1005998 1007496 1012454 1014298 1020243 1049954 1072459 1074979 1116310 1136841 1151043 1189665 1197392 1208457 1213067 1217923 1250842 1253154 1259206 1272498 1275753 1292989 1302078 1306230 1320441 1335641 1366924 1369200 1373141 1426498 1440636 1446768 1446998 1465026 1468220 1506314 1520237 1531534 1533876 1546161 1566670 1590250 1599910 1630701 1641459 1643336 1679536 1702389 1704164 1705015 1708887 1718125 1727349 1748761 1750709 1751989 1774777 1792823 1799616 1804817 1808838 1822594 1836300 1837491 1841381 1843911 1851319 1859124 1878541 1884054 1893063 1897752 1903135 1907953 1908632 1921078 1926700 1952978 1956222 1960064 1981094 1987926 2005915 2023807 2058529 2078425 2079305 2084943 2103423 2107458 2115466 2124845 2126259 2128589 2144094 2147773 2149911 2152466 2152824 2175558 2181756 2187710 2189893 2196878 2202789 2209334 2240817 2246666
2092031,3974,569579
2092039,6498 46892 80465 181449 246056 439126 533542 546214 563602 615109 622368 636265 695309 725474 768154 870743 887467 894695 933689 961805 984924 994190 1117464 1145950 1160761 1169074 1170959 1185118 1225784 1314449 1403842 1432138 1434175 1448202 1479847 1507032 1525674 1606521 1706681 1748243 1948490 1992606 2006850 2064793 2075922 2083782 2086421 2226584 2245955,91706 335554 412305 534580 678863 906165 1170813 1742930 1800253 1922415 1924956 2097735 2177582
2092347,50385 86840 234271 395904 507313 817178 839454 1075633 1306860 1387236 1426864 1467222 1683921 1784202 1784247 1788620 1866733 1897901 1907401 1987803 2010936 2050554 2065263 2254562,52634 97344 116332 241023 348655 368115 580961 662345 710919 756126 873676 1003601 1180816 1255075 1288919 1446181 1535403 1539350 1665912 1765095 1789626 1870004 1981153 1998591 2056864 2076850 2132903 2167335 2205225
2093382,33710 36812 55831 332627 775877 897267 1068085 1360506 1398716 1401089 1497638 1583412 1584131 1670624 1860343 1905139 1965446 2005625 2154983,721256 852367 1246979 1331933 2053833 2106949 2142254
2095146,95975 140224 201816 268414 283839 306934 572718 645844 730985 738242 809924 885679 939308 1185822 1197255 1264246 1383887 1399145 1550371 1564208 1627602 1823873 1832160 1848372 1850061 1919288 2008347 2039116 2044110 2055319 2217590 2231685,198259 259527 369985 515777 560504 641599 720085 873302 911196 938746 1018829 1033748 1131323 1152787 1219852 1238419 1471726 1491105 1525038 1534007 1560290 1677419 1702423 1778958 1854509 1889099 1893337 1943632 1943670 2016616 2086812 2096602 2122204 2158633 2194354
2095977,6575 141167 234199 285553 353663 433485 434514 522542 533424 535298 550112 633492 636593 752487 778630 801234 814633 821348 835290 869345 1059569 1063398 1095594 1315480 1341184 1604287 1613536 1661478 1671901 1721836 1733219 1773772 1781114 1814766 1816203 1852757 1949820 2085382 2142132 2223686 2232575,45931 76523 79251 89087 97066 102071 105602 111407 135983 137682 143207 143654 174083 180390 212041 236727 259779 295237 301470 334317 339347 346280 357954 372627 384372 388940 409487 431760 462263 467425 548734 596364 605118 633686 645326 703449 734130 738788 761787 774676 813448 835471 865855 947807 966031 975783 988893 1008468 1021926 1063601 1145845 1149548 1191849 1218748 1319654 1331018 1349042 1434278 1441711 1443546 1456303 1485804 1488559 1512950 1544342 1583993 1617959 1638402 1650176 1663411 1668669 1673430 1705406 1727811 1731885 1734457 1739914 1756990 1761753 1822255 1886282 1930045 1933513 1939817 2047942 2084119 2089495 2094530 2101942 2106576 2151070 2151985 2174156 2190112 2193767
2096217,55610 174860 240279 240562 261426 331943 334524 407890 414235 434684 448176 517722 531805 625258 687926 693552 828282 853744 855180 917023 932809 954262 1036419 1040326 1120985 1160744 1177973 1206343 1220650 1224649 1244026 1302579 1326833 1333439 1407409 1420111 1477716 1493128 1510504 1511401 1520892 1567069 1593251 1651830 1668388 1723612 1824244 1850612 1880198 2006957 2046447 2070438 2071538 2122699 2169272 2221054,40711 43788 83773 114310 213868 262721 263634 280623 310240 333929 336245 380052 441376 451077 475310 498099 499123 520494 572559 605949 664825 695801 741839 756661 816725 964584 992799 1004497 1025496 1082339 1117458 1133019 1148920 1221654 1339555 1369788 1396142 1431614 1435229 1470290 1531958 1558288 1562710 1564781 1606783 1621114 1637506 1638225 1642557 1667137 1682500 1685139 1716194 1724828 1795923 1868322 1883782 1990296 2006061 2019128 2050432 2053462 2069249 2070425 2071929 2077878 2190759
2096305,1141069,1347097
2097234,1243991 1252870 1481115 1612652 1657066 1947741 1952327 2229952,1252870 1657066
2097318,212669 559485 1221487 2105935,1066698 1149279 1692245
2097844,330495 542715,947014
2099351,53897 862945 1841984,2846 6100 9221 10031 10656 13831 18810 20346 25922 33855 35371 35552 36314 41554 43797 48414 50999 51950 58286 76816 83895 87473 95976 112465 117607 119233 120801 121834 122160 128900 143769 146003 151017 151986 155355 156545 158918 166836 177526 183255 184644 189655 190795 196459 199716 208496 211143 213357 218440 222320 225703 242459 258557 263233 264541 281637 284410 285458 287989 288028 292638 297421 313546 313929 314087 314111 328126 329055 332898 345304 349333 352335 352789 356267 357485 358658 361848 368825 372633 372941 373619 378546 383554 392781 392927 395084 395306 399378 399882 418738 422728 423973 424199 434221 447186 452481 457118 461976 472532 479892 480169 481924 488467 492449 497639 502470 504915 504993 505655 508352 520960 523133 530993 539271 544024 547751 552197 553006 554662 561436 561773 567467 569985 573576 574633 575512 576506 580449 588323 590486 590610 596114 599617 599719 600828 613224 629812 632945 634189 639860 649038 649170 654176 656691 661184 663788 664115 677160 684872 685202 688874 692418 699883 702284 710286 710993 711321 713524 716864 721978 726091 728275 731901 733539 736989 738802 738921 739197 744381 746133 746791 752185 754458 755780 762243 762613 766086 766539 771624 772545 784318 784522 785802 790716 795023 795576 796815 797997 812832 826217 826937 836060 845079 855108 858888 875155 877495 883000 885139 885309 889656 899890 905700 907402 907511 907812 910330 911759 911864 917638 920664 935554 936729 938122 953913 958127 968803 979107 984571 985205 988796 997891 999228 1001730 1001824 1002078 1005758 1007487 1009168 1017881 1018713 1021249 1024167 1027450 1028814 1032056 1036697 1038955 1040386 1053476 1054580 1069878 1070718 1072987 1079136 1080558 1085043 1088681 1091032 1091086 1095015 1108997 1111168 1121269 1132068 1136454 1143666 1144895 1146145 1147219 1158749 1162437 1162773 1162804 1164098 1176610 1177810 1178787 1199207 1201661 1218685 1233709 1234431 1240247 1241015 1246382 1251520 1269528 1275385 1278840 1286986 1287187 1293970 1294949 1296830 1299701 1299947 1309764 1311803 1318033 1318546 1323579 1326430 1327232 1334715 1338074 1350784 1350961 1350980 1355911 1358866 1375748 1377854 1387925 1389223 1390732 1391375 1392420 1393328 1396876 1401989 1403823 1406049 1406313 1406901 1407903 1412676 1413469 1415069 1425034 1434832 1441210 1451068 1451926 1452048 1453419 1458061 1468152 1474767 1475148 1479305 1492794 1494340 1507711 1523124 1526725 1529284 1532726 1545188 1548597 1549069 1553166 1553179 1559888 1569226 1572536 1578075 1582594 1597073 1597649 1602773 1604188 1609007 1615096 1626498 1638983 1641826 1642174 1663139 1663993 1665022 1674890 1683013 1687726 1688096 1690570 1695261 1705589 1708869 1709438 1716695 1718909 1727229 1732064 1733834 1735248 1741412 1743464 1743873 1750105 1750639 1751367 1762461 1763175 1769155 1770064 1771292 1784623 1785369 1791762 1795045 1796418 1799697 1800822 1802583 1807020 1813941 1816158 1821480 1822952 1827203 1828688 1842263 1846283 1852627 1853761 1874618 1878408 1884392 1884693 1886625 1887964 1888796 1894913 1906938 1908103 1910935 1911761 1916269 1921952 1924314 1929162 1931884 1931936 1933591 1933805 1934871 1944320 1955064 1973584 1976020 1977176 1981675 1983450 1989385 1990078 1992133 1996498 2002820 2002998 2005900 2006319 2008584 2008660 2008844 2009906 2011640 2019802 2028251 2030049 2030185 2030468 2032927 2050616 2053499 2059955 2060637 2080331 2085910 2090593 2091628 2092306 2093992 2094482 2103604 2106885 2109362 2110484 2113780 2126176 2131966 2144215 2154513 2155417 2158687 2159226 2166200 2174432 2174784 2179355 2182542 2184955 2186500 2191718 2192875 2193820 2194621 2211689 2228727 2232407 2235048 2235459 2237427 2237497 2241413 2249546 2251346 2253305 2255582
2100169,82790 205328 214087 254216 310983 327389 402344 527609 622299 640604 647745 727946 757931 767141 846566 949887 1011929 1040963 1086494 1150853 1178895 1368623 1374229 1375208 1399192 1424358 1431450 1462957 1481901 1484569 1487778 1498314 1515811 1570751 1662858 1681952 1724992 1725422 1725723 1759085 1777619 1791044 1854471 1854799 1872995 1971426 2019643 2033306 2041971 2054620 2087907 2115851 2117643 2174591 2223525 2244264,1025885 1368623 1368623 1375208 1375208 1448215 1462957 1462957 1848718 1917647
2101074,40526 217937 259428 266817 272855 290487 374766 375718 378232 401182 419004 457019 502115 556112 557833 572665 578222 587245 591890 595295 615488 730221 733822 746402 758792 773618 841881 934432 943873 945377 970623 975827 1005896 1142839 1154736 1160730 1216632 1226017 1294227 1343144 1344078 1352839 1475304 1480933 1553230 1582400 1582624 1582680 1596783 1666991 1714743 1736738 1824056 1841580 1853435 1883310 1950792 1955288 1955618 1958447 1980728 1996948 2013591 2016559 2028598 2036297 2039659 2047843 2087539 2088259 2111905 2178830 2257751,106486 187937 301197 328396 487557 501495 519709 521478 625592 734361 782963 785897 826703 1005021 1449027 1616606 1625568 1706996 1921710 1923914 1970734 1988781 2004288 2057474 2108160 2223584
2101134,1248 4504 5929 5962 12036 21761 32865 34555 52578 53404 72946 97502 98547 101256 104199 106202 109738 124993 142918 154044 183213 207801 216538 221626 223541 231008 233866 246122 246242 249697 253158 254567 266155 269882 281959 294202 294536 294700 302125 306252 311131 311866 320305 321813 323852 346173 346410 349726 350593 350753 354176 354211 361564 363978 367989 370454 370880 380214 382216 390762 401698 404817 404913 421619 422849 425834 440927 447614 450925 456540 476620 487531 499033 507495 513337 516322 520514 527755 531391 553208 569809 571763 576377 579022 581280 585295 586656 591059 593790 598576 601561 604412 605036 606591 609017 626614 626970 631170 638017 641671 644228 668493 673654 677804 680762 698861 704581 709605 721724 725590 732385 738080 747888 748408 752844 765372 775805 783369 788795 788819 812320 825288 848100 848246 851308 866088 869348 871052 874823 876763 900730 904272 913721 920590 924924 927509 940617 948366 952917 959606 968038 974552 976667 989797 993898 1011582 1012704 1015342 1019668 1026565 1040238 1040815 1049244 1070660 1073303 1075282 1093462 1114869 1116051 1124826 1145229 1154088 1156496 1158350 1159793 1170872 1182241 1191022 1198743 1200287 1203883 1212613 1216623 1219024 1222769 1228071 1229779 1233357 1240254 1247169 1250658 1260149 1273907 1281068 1295893 1297443 1298154 1301413 1303480 1313346 1319025 1332249 1335047 1336987 1340142 1343611 1345312 1347198 1352294 1372502 1376431 1381986 1389363 1390049 1396833 1413168 1416394 1417453 1430045 1433444 1436775 1439978 1451336 1455714 1461065 1469190 1487190 1487608 1492964 1495700 1501601 1502673 1508651 1519104 1526237 1553818 1566060 1575378 1591448 1599605 1601424 1608531 1613398 1613829 1618190 1630101 1638053 1640777 1641451 1643450 1644556 1646617 1657715 1673009 1674300 1676734 1676944 1683383 1695456 1707087 1742783 1745729 1749975 1768612 1775513 1776049 1778441 1790866 1796234 1796423 1799066 1802851 1809721 1819330 1819649 1822207 1822497 1824856 1829674 1834312 1855314 1856149 1857764 1861976 1868266 1876246 1888701 1892028 1901807 1903002 1905672 1908942 1922471 1932251 1936926 1940941 1942125 1947824 1956139 1956630 1960833 1982111 1983852 2004316 2004891 2013645 2021545 2025426 2038884 2042267 2042986 2068610 2076178 2085391 2087656 2101298 2108089 2110788 2122300 2126815 2135866 2138248 2141172 2144260 2154889 2156042 2168580 2181210 2185259 2189890 2198096 2225733 2226264 2241150 2241614 2256798 2256894,58484 58484 316590 316590 352577 372536 472492 509200 531882 537305 636286 696774 734315 799385 827711 849116 851107 879182 995998 1092970 1099261 1264483 1290263 1642135 1642135 1644462 1644462 1719431 1783879 1833644 1836093 1853987 1853987 1896161 2067753 2183972 2183972
2101229,2019 4358 19866 36604 173209 326777 342737 603544 653405 845633 1316343 1429675 1581873 1741449 1996722 2101587 2171811 2252335,12301 31195 64269 68345 99005 135115 154762 155978 156753 169379 213306 236841 297719 310774 316309 356084 489274 489559 490772 506703 507160 512457 625000 660826 662158 687667 761584 776738 805069 834970 835074 897880 948478 1034979 1094805 1111259 1134535 1170751 1189633 1216671 1281179 1356078 1399813 1409853 1411166 1470890 1473308 1514494 1663085 1665753 1669883 1741400 1771254 1804303 1813962 1837166 1842580 1935425 2016037 2061462 2081032 2098244 2183147 2213199 2244084
2101275,1086913 1729113,30294 152826 475563 928477 1091320 1184007 1894185 1914409 2146993 2245949
2102149,1568 12208 16444 21673 24167 64802 70737 92291 102209 157611 174946 273599 319926 365532 367522 389298 408638 433545 434258 477171 518749 522078 522277 535400 575905 624422 670983 676049 683137 694866 718740 738335 762784 768155 774605 774629 788944 795437 815711 909767 915230 929331 949845 1010195 1011244 1012366 1057694 1066257 1102155 1110823 1140477 1152121 1156428 1157043 1208760 1255859 1268235 1355277 1361550 1363276 1364268 1422892 1499481 1509527 1510111 1525842 1532072 1543470 1551316 1552274 1554867 1583898 1603457 1619759 1655961 1660273 1661612 1672135 1711235 1740262 1759693 1781193 1789876 1814130 1886166 1915297 1936038 1957683 1971767 2020623 2055960 2081240 2090351 2101392 2136653 2148540 2152208 2180719 2195598 2197132 2231147,69251 251524 299914 303788 346450 494738 715483 767861 852682 916631 953143 962569 1042184 1067630 1118417 1202687 1257389 1491872 1519583 1580013 1726660 1739398 1784874 1836079 1948331 2048633 2203751
2103156,341306 412945 413081 444041 607355 610676 1165551 1529535 1743754,766931 849573 2085288 2189881 2193156
2103685,21940 28926 139135 228081 309717 411400 431489 447520 536267 564380 566544 678778 683925 799224 837940 840342 1072952 1115180 1356597 1574933 1590954 1753046 1878340 1946886 1951099 2135200 2207267 2258852,183798 215691 357533 442385 610753 635513 638860 844463 911181 1081711 1213777 1244266 1379379 1724281 1849616 2113307 2210744
2104031,647896,76335 385795 405611 532780 538978 686512 961306 1089861 1112702 1285848 1332543 1343406 1484558 1612314 1757711 1801531 1999130 2030712 2222838 2254750
2104129,10809 133850 223703 1223734 1276148 1380619 1465261 1950033,276155 765019 915128 1523956 2171589
2104520,111255 649122 738690 811277 821730 824634 867692 874809 1062402 1344175 1370164 1446391 1487434 1574661 1616069 2162908,445200 868981
2104824,54398 475648 918573 1048595 1111600 1494234 1500747 1674315 1723583 1724177 1942203 2223875,154842
2105264,361923 701496 768692 1386545 1433390 1864753,5478 696172 777204
2105782,93147 136916 140645 179794 246183 247758 335370 382571 458263 488304 544654 620687 644337 644807 645310 654571 668249 698068 705899 717229 842863 894677 896928 910573 931782 1076505 1080191 1087165 1143291 1147242 1175440 1215961 1282732 1414731 1440390 1465112 1497026 1565155 1580756 1606520 1641607 1670900 1688472 1768046 1794643 1874655 1893335 1896137 1911457 1923273 1926926 1952508 1989354 2013885 2060073 2072330 2080393 2093865 2120247 2120442 2226789,47636 70786 151886 581389 754912 792908 1012551 1223707 1391489 1432146 1485003 1503697 1536552 1742919 1816766 1843982 1848620 2026722 2166676 2172358 2173500
2108766,34813 392547 602473 656428 747555 1206556 1304170 1389404 1694453 1739411,420428
2108817,21228 34090 41075 97171 102737 135575 141089 143022 155613 188602 211406 221946 234509 263202 288676 296381 306272 324474 344684 355764 358292 359524 380595 386486 401268 402018 442282 448615 459261 460607 476943 507676 508583 512089 531488 546749 564172 608530 614575 652567 654383 725025 739114 756540 768622 779910 787894 808864 814740 855316 872036 897001 920223 921680 937883 943729 957573 993594 1069765 1090149 1176366 1178327 1224496 1228092 1261394 1299075 1311206 1337835 1384833 1399295 1407251 1561600 1696823 1702500 1718027 1805090 1806036 1813235 1934636 1954170 1978445 2003947 2008952 2025968 2047201 2080239 2138857 2140237 2200414,364172
2109001,1269959,18223 148838 1031493 1534788 1604493 1672477 1814567 2019622
2109033,4704 28151 47726 59528 182949 299306 302446 309972 403194 416924 441138 472451 495976 529462 544076 631179 638941 785288 824305 886446 894516 953927 956201 968780 975010 986314 1013570 1072843 1077724 1117158 1121462 1134182 1155980 1203494 1203598 1211973 1272882 1306280 1347245 1359867 1403282 1404351 1435133 1476151 1479809 1487725 1591613 1596044 1738466 1753703 1899815 1986391 2046624 2068645 2178881,73084 403000 495928 968621 1258743 1405351 1471466 2021845 2067594 2104546
